winner;from;to
00000400;1121810;1121865
00000400;1122267;1122323
00000400;1122724;1122781
00000400;1123181;1123239
00000400;1123638;1123697
00000400;1124095;1124155
00000400;1124552;1124613
00000400;1125009;1125071
00000400;1125466;1125530
00000400;1125923;1125989
00000400;1126380;1126448
00000400;1126837;1126907
00000400;1127258;1127366
00000400;1127716;1127824
00000400;1128174;1128282
00000400;1128632;1128740
00000400;1129090;1129198
00000400;1129548;1129656
00000400;1130006;1130114
00000400;1130464;1130572
00000400;1130922;1131030
00000400;1131380;1131488
00000400;1131838;1131946
00000400;1132296;1132404
00000400;1132754;1132862
00000400;1133212;1133320
00000400;1133670;1133778
00000400;1134128;1134236
00000400;1134586;1134693
00000400;1135044;1135150
00000400;1135502;1135607
00000400;1135960;1136064
00000400;1136418;1136521
00000400;1136876;1136978
00000400;1137334;1137435
00000400;1137792;1137892
00000400;1138250;1138349
00000400;1138708;1138806
00000400;1139166;1139263
00000400;1139624;1139720
00000400;1173573;1173619
00000400;1174030;1174077
00000400;1174487;1174535
00000400;1174944;1174993
00000400;1175401;1175451
00000400;1175858;1175909
00000400;1176315;1176367
00000400;1176772;1176825
00000400;1177229;1177283
00000400;1177686;1177741
00000400;1178143;1178199
00000400;1178600;1178657
00000400;1179057;1179115
00000400;1179514;1179573
00000400;1179971;1180031
00000400;1180428;1180489
00000400;1180885;1180947
00000400;1181342;1181406
00000400;1181799;1181865
00000400;1182256;1182324
00000400;1182713;1182783
00000400;1183134;1183242
00000400;1183592;1183700
00000400;1184050;1184158
00000400;1184508;1184616
00000400;1184966;1185074
00000400;1185424;1185532
00000400;1185882;1185990
00000400;1186340;1186448
00000400;1186798;1186906
00000400;1187256;1187364
00000400;1187714;1187822
00000400;1188172;1188280
00000400;1188630;1188738
00000400;1189088;1189196
00000400;1189546;1189654
00000400;1190004;1190112
00000400;1190462;1190569
00000400;1190920;1191026
00000400;1191378;1191483
00000400;1191836;1191940
00000400;1192294;1192397
00000400;1192752;1192854
00000400;1193210;1193311
00000400;1193668;1193768
00000400;1194126;1194225
00000400;1194584;1194682
00000400;1195042;1195139
00000400;1195500;1195596
00000400;1229449;1229495
00000400;1229906;1229953
00000400;1230363;1230411
00000400;1230820;1230869
00000400;1231277;1231327
00000400;1231734;1231785
00000400;1232191;1232243
00000400;1232648;1232701
00000400;1233105;1233159
00000400;1233562;1233617
00000400;1234019;1234075
00000400;1234476;1234533
00000400;1234933;1234991
00000400;1235390;1235449
00000400;1235847;1235907
00000400;1236304;1236365
00000400;1236761;1236823
00000400;1237218;1237282
00000400;1237675;1237741
00000400;1238132;1238200
00000400;1238589;1238659
00000400;1239010;1239118
00000400;1239468;1239576
00000400;1239926;1240034
00000400;1240384;1240492
00000400;1240842;1240950
00000400;1241300;1241408
00000400;1241758;1241866
00000400;1242216;1242324
00000400;1242674;1242782
00000400;1243132;1243240
00000400;1243590;1243698
00000400;1244048;1244156
00000400;1244506;1244614
00000400;1244964;1245072
00000400;1245422;1245530
00000400;1245880;1245988
00000400;1246338;1246445
00000400;1246796;1246902
00000400;1247254;1247359
00000400;1247712;1247816
00000400;1248170;1248273
00000400;1248628;1248730
00000400;1249086;1249187
00000400;1249544;1249644
00000400;1250002;1250101
00000400;1250460;1250558
00000400;1250918;1251015
00000400;1251376;1251472
00000400;1285325;1285371
00000400;1285782;1285829
00000400;1286239;1286287
00000400;1286696;1286745
00000400;1287153;1287203
00000400;1287610;1287661
00000400;1288067;1288119
00000400;1288524;1288577
00000400;1288981;1289035
00000400;1289438;1289493
00000400;1289895;1289951
00000400;1290352;1290409
00000400;1290809;1290867
00000400;1291266;1291325
00000400;1291723;1291783
00000400;1292180;1292241
00000400;1292637;1292699
00000400;1293094;1293158
00000400;1293551;1293617
00000400;1294008;1294076
00000400;1294465;1294535
00000400;1294886;1294994
00000400;1295344;1295452
00000400;1295802;1295910
00000400;1296260;1296368
00000400;1296718;1296826
00000400;1297176;1297284
00000400;1297634;1297742
00000400;1298092;1298200
00000400;1298550;1298658
00000400;1299008;1299116
00000400;1299466;1299574
00000400;1299924;1300032
00000400;1300382;1300490
00000400;1300840;1300948
00000400;1301298;1301406
00000400;1301756;1301864
00000400;1302214;1302321
00000400;1302672;1302778
00000400;1303130;1303235
00000400;1303588;1303692
00000400;1304046;1304149
00000400;1304504;1304606
00000400;1304962;1305063
00000400;1305420;1305520
00000400;1305878;1305977
00000400;1306336;1306434
00000400;1306794;1306891
00000400;1307252;1307348
00000400;1341201;1341247
00000400;1341658;1341705
00000400;1342115;1342163
00000400;1342572;1342621
00000400;1343029;1343079
00000400;1343486;1343537
00000400;1343943;1343995
00000400;1344400;1344453
00000400;1344857;1344911
00000400;1345314;1345369
00000400;1345771;1345827
00000400;1346228;1346285
00000400;1346685;1346743
00000400;1347142;1347201
00000400;1347599;1347659
00000400;1348056;1348117
00000400;1348513;1348575
00000400;1348970;1349034
00000400;1349427;1349493
00000400;1349884;1349952
00000400;1350341;1350411
00000400;1350762;1350870
00000400;1351220;1351328
00000400;1351678;1351786
00000400;1352136;1352244
00000400;1352594;1352702
00000400;1353052;1353160
00000400;1353510;1353618
00000400;1353968;1354076
00000400;1354426;1354534
00000400;1354884;1354992
00000400;1355342;1355450
00000400;1355800;1355908
00000400;1356258;1356366
00000400;1356716;1356824
00000400;1357174;1357282
00000400;1357632;1357740
00000400;1358090;1358197
00000400;1358548;1358654
00000400;1359006;1359111
00000400;1359464;1359568
00000400;1359922;1360025
00000400;1360380;1360482
00000400;1360838;1360939
00000400;1361296;1361396
00000400;1361754;1361853
00000400;1362212;1362310
00000400;1362670;1362767
00000400;1363128;1363224
00000400;1397077;1397123
00000400;1397534;1397581
00000400;1397991;1398039
00000400;1398448;1398497
00000400;1398905;1398955
00000400;1399362;1399413
00000400;1399819;1399871
00000400;1400276;1400329
00000400;1400733;1400787
00000400;1401190;1401245
00000400;1401647;1401703
00000400;1402104;1402161
00000400;1402561;1402619
00000400;1403018;1403077
00000400;1403475;1403535
00000400;1403932;1403993
00000400;1404389;1404451
00000400;1404846;1404910
00000400;1405303;1405369
00000400;1405760;1405828
00000400;1406217;1406287
00000400;1406638;1406746
00000400;1407096;1407204
00000400;1407554;1407662
00000400;1408012;1408120
00000400;1408470;1408578
00000400;1408928;1409036
00000400;1409386;1409494
00000400;1409844;1409952
00000400;1410302;1410410
00000400;1410760;1410868
00000400;1411218;1411326
00000400;1411676;1411784
00000400;1412134;1412242
00000400;1412592;1412700
00000400;1413050;1413158
00000400;1413508;1413616
00000400;1413966;1414073
00000400;1414424;1414530
00000400;1414882;1414987
00000400;1415340;1415444
00000400;1415798;1415901
00000400;1416256;1416358
00000400;1416714;1416815
00000400;1417172;1417272
00000400;1417630;1417729
00000400;1418088;1418186
00000400;1418546;1418643
00000400;1419004;1419100
00000400;1452953;1452999
00000400;1453410;1453457
00000400;1453867;1453915
00000400;1454324;1454373
00000400;1454781;1454831
00000400;1455238;1455289
00000400;1455695;1455747
00000400;1456152;1456205
00000400;1456609;1456663
00000400;1457066;1457121
00000400;1457523;1457579
00000400;1457980;1458037
00000400;1458437;1458495
00000400;1458894;1458953
00000400;1459351;1459411
00000400;1459808;1459869
00000400;1460265;1460327
00000400;1460722;1460786
00000400;1461179;1461245
00000400;1461636;1461704
00000400;1462093;1462163
00000400;1462514;1462622
00000400;1462972;1463080
00000400;1463430;1463538
00000400;1463888;1463996
00000400;1464346;1464454
00000400;1464804;1464912
00000400;1465262;1465370
00000400;1465720;1465828
00000400;1466178;1466286
00000400;1466636;1466744
00000400;1467094;1467202
00000400;1467552;1467660
00000400;1468010;1468118
00000400;1468468;1468576
00000400;1468926;1469034
00000400;1469384;1469492
00000400;1469842;1469949
00000400;1470300;1470406
00000400;1470758;1470863
00000400;1471216;1471320
00000400;1471674;1471777
00000400;1472132;1472234
00000400;1472590;1472691
00000400;1473048;1473148
00000400;1473506;1473605
00000400;1473964;1474062
00000400;1474422;1474519
00000400;1474880;1474976
00000400;1508829;1508875
00000400;1509286;1509333
00000400;1509743;1509791
00000400;1510200;1510249
00000400;1510657;1510707
00000400;1511114;1511165
00000400;1511571;1511623
00000400;1512028;1512081
00000400;1512485;1512539
00000400;1512942;1512997
00000400;1513399;1513455
00000400;1513856;1513913
00000400;1514313;1514371
00000400;1514770;1514829
00000400;1515227;1515287
00000400;1515684;1515745
00000400;1516141;1516203
00000400;1516598;1516662
00000400;1517055;1517121
00000400;1517512;1517580
00000400;1517969;1518039
00000400;1518390;1518498
00000400;1518848;1518956
00000400;1519306;1519414
00000400;1519764;1519872
00000400;1520222;1520330
00000400;1520680;1520788
00000400;1521138;1521246
00000400;1521596;1521704
00000400;1522054;1522162
00000400;1522512;1522620
00000400;1522970;1523078
00000400;1523428;1523536
00000400;1523886;1523994
00000400;1524344;1524452
00000400;1524802;1524910
00000400;1525260;1525368
00000400;1525718;1525825
00000400;1526176;1526282
00000400;1526634;1526739
00000400;1527092;1527196
00000400;1527550;1527653
00000400;1528008;1528110
00000400;1528466;1528567
00000400;1528924;1529024
00000400;1529382;1529481
00000400;1529840;1529938
00000400;1530298;1530395
00000400;1530756;1530852
00000400;1564705;1564751
00000400;1565162;1565209
00000400;1565619;1565667
00000400;1566076;1566125
00000400;1566533;1566583
00000400;1566990;1567041
00000400;1567447;1567499
00000400;1567904;1567957
00000400;1568361;1568415
00000400;1568818;1568873
00000400;1569275;1569331
00000400;1569732;1569789
00000400;1570189;1570247
00000400;1570646;1570705
00000400;1571103;1571163
00000400;1571560;1571621
00000400;1572017;1572079
00000400;1572474;1572538
00000400;1572931;1572997
00000400;1573388;1573456
00000400;1573845;1573915
00000400;1574266;1574374
00000400;1574724;1574832
00000400;1575182;1575290
00000400;1575640;1575748
00000400;1576098;1576206
00000400;1576556;1576664
00000400;1577014;1577122
00000400;1577472;1577580
00000400;1577930;1578038
00000400;1578388;1578496
00000400;1578846;1578954
00000400;1579304;1579412
00000400;1579762;1579870
00000400;1580220;1580328
00000400;1580678;1580786
00000400;1581136;1581244
00000400;1581594;1581701
00000400;1582052;1582158
00000400;1582510;1582615
00000400;1582968;1583072
00000400;1583426;1583529
00000400;1583884;1583986
00000400;1584342;1584443
00000400;1584800;1584900
00000400;1585258;1585357
00000400;1585716;1585814
00000400;1586174;1586271
00000400;1586632;1586728
00000400;1620581;1620627
00000400;1621038;1621085
00000400;1621495;1621543
00000400;1621952;1622001
00000400;1622409;1622459
00000400;1622866;1622917
00000400;1623323;1623375
00000400;1623780;1623833
00000400;1624237;1624291
00000400;1624694;1624749
00000400;1625151;1625207
00000400;1625608;1625665
00000400;1626065;1626123
00000400;1626522;1626581
00000400;1626979;1627039
00000400;1627436;1627497
00000400;1627893;1627955
00000400;1628350;1628414
00000400;1628807;1628873
00000400;1629264;1629332
00000400;1629721;1629791
00000400;1630142;1630250
00000400;1630600;1630708
00000400;1631058;1631166
00000400;1631516;1631624
00000400;1631974;1632082
00000400;1632432;1632540
00000400;1632890;1632998
00000400;1633348;1633456
00000400;1633806;1633914
00000400;1634264;1634372
00000400;1634722;1634830
00000400;1635180;1635288
00000400;1635638;1635746
00000400;1636096;1636204
00000400;1636554;1636662
00000400;1637012;1637120
00000400;1637470;1637577
00000400;1637928;1638034
00000400;1638386;1638491
00000400;1638844;1638948
00000400;1639302;1639405
00000400;1639760;1639862
00000400;1640218;1640319
00000400;1640676;1640776
00000400;1641134;1641233
00000400;1641592;1641690
00000400;1642050;1642147
00000400;1642508;1642604
00000400;1676457;1676503
00000400;1676914;1676961
00000400;1677371;1677419
00000400;1677828;1677877
00000400;1678285;1678335
00000400;1678742;1678793
00000400;1679199;1679251
00000400;1679656;1679709
00000400;1680113;1680167
00000400;1680570;1680625
00000400;1681027;1681083
00000400;1681484;1681541
00000400;1681941;1681999
00000400;1682398;1682457
00000400;1682855;1682915
00000400;1683312;1683373
00000400;1683769;1683831
00000400;1684226;1684290
00000400;1684683;1684749
00000400;1685140;1685208
00000400;1685597;1685667
00000400;1686018;1686126
00000400;1686476;1686584
00000400;1686934;1687042
00000400;1687392;1687500
00000400;1687850;1687958
00000400;1688308;1688416
00000400;1688766;1688874
00000400;1689224;1689332
00000400;1689682;1689790
00000400;1690140;1690248
00000400;1690598;1690706
00000400;1691056;1691164
00000400;1691514;1691622
00000400;1691972;1692080
00000400;1692430;1692538
00000400;1692888;1692996
00000400;1693346;1693453
00000400;1693804;1693910
00000400;1694262;1694367
00000400;1694720;1694824
00000400;1695178;1695281
00000400;1695636;1695738
00000400;1696094;1696195
00000400;1696552;1696652
00000400;1697010;1697109
00000400;1697468;1697566
00000400;1697926;1698023
00000400;1698384;1698480
00000400;1732333;1732379
00000400;1732790;1732837
00000400;1733247;1733295
00000400;1733704;1733753
00000400;1734161;1734211
00000400;1734618;1734669
00000400;1735075;1735127
00000400;1735532;1735585
00000400;1735989;1736043
00000400;1736446;1736501
00000400;1736903;1736959
00000400;1737360;1737417
00000400;1737817;1737875
00000400;1738274;1738333
00000400;1738731;1738791
00000400;1739188;1739249
00000400;1739645;1739707
00000400;1740102;1740166
00000400;1740559;1740625
00000400;1741016;1741084
00000400;1741473;1741543
00000400;1741894;1742002
00000400;1742352;1742460
00000400;1742810;1742918
00000400;1743268;1743376
00000400;1743726;1743834
00000400;1744184;1744292
00000400;1744642;1744750
00000400;1745100;1745208
00000400;1745558;1745666
00000400;1746016;1746124
00000400;1746474;1746582
00000400;1746932;1747040
00000400;1747390;1747498
00000400;1747848;1747956
00000400;1748306;1748414
00000400;1748764;1748872
00000400;1749222;1749329
00000400;1749680;1749786
00000400;1750138;1750243
00000400;1750596;1750700
00000400;1751054;1751157
00000400;1751512;1751614
00000400;1751970;1752071
00000400;1752428;1752528
00000400;1752886;1752985
00000400;1753344;1753442
00000400;1753802;1753899
00000400;1754260;1754356
00000100;221;308
00000100;679;766
00000100;1137;1224
00000100;1595;1682
00000100;2053;2140
00000100;2511;2598
00000100;2969;3056
00000100;3427;3514
00000100;3885;3972
00000100;4343;4430
00000100;4801;4888
00000100;5259;5346
00000100;5717;5804
00000100;6175;6262
00000100;6633;6720
00000100;7091;7178
00000100;7549;7636
00000100;8008;8094
00000100;8467;8551
00000100;8926;9008
00000100;9385;9465
00000100;9844;9922
00000100;10303;10379
00000100;10767;10836
00000100;11226;11293
00000100;11685;11750
00000100;12144;12207
00000100;12603;12664
00000100;13062;13121
00000100;13521;13578
00000100;13980;14035
00000100;14439;14492
00000100;14898;14949
00000100;15357;15406
00000100;15816;15863
00000100;16275;16320
00000100;16734;16777
00000100;17193;17234
00000100;17652;17691
00000100;18111;18148
00000100;18570;18605
00000100;19029;19062
00000100;19488;19519
00000100;19947;19976
00000100;20406;20433
00000100;20865;20890
00000100;21324;21347
00000100;21783;21804
00000100;22242;22261
00000100;22701;22718
00000100;23160;23175
00000100;23619;23632
00000100;24078;24089
00000100;24537;24546
00000100;24996;25003
00000100;56097;56184
00000100;56555;56642
00000100;57013;57100
00000100;57471;57558
00000100;57929;58016
00000100;58387;58474
00000100;58845;58932
00000100;59303;59390
00000100;59761;59848
00000100;60219;60306
00000100;60677;60764
00000100;61135;61222
00000100;61593;61680
00000100;62051;62138
00000100;62509;62596
00000100;62967;63054
00000100;63425;63512
00000100;63884;63970
00000100;64343;64427
00000100;64802;64884
00000100;65261;65341
00000100;65720;65798
00000100;66179;66255
00000100;66643;66712
00000100;67102;67169
00000100;67561;67626
00000100;68020;68083
00000100;68479;68540
00000100;68938;68997
00000100;69397;69454
00000100;69856;69911
00000100;70315;70368
00000100;70774;70825
00000100;71233;71282
00000100;71692;71739
00000100;72151;72196
00000100;72610;72653
00000100;73069;73110
00000100;73528;73567
00000100;73987;74024
00000100;74446;74481
00000100;74905;74938
00000100;75364;75395
00000100;75823;75852
00000100;76282;76309
00000100;76741;76766
00000100;77200;77223
00000100;77659;77680
00000100;78118;78137
00000100;78577;78594
00000100;79036;79051
00000100;79495;79508
00000100;79954;79965
00000100;80413;80422
00000100;80872;80879
00000100;111973;112060
00000100;112431;112518
00000100;112889;112976
00000100;113347;113434
00000100;113805;113892
00000100;114263;114350
00000100;114721;114808
00000100;115179;115266
00000100;115637;115724
00000100;116095;116182
00000100;116553;116640
00000100;117011;117098
00000100;117469;117556
00000100;117927;118014
00000100;118385;118472
00000100;118843;118930
00000100;119301;119388
00000100;119760;119846
00000100;120219;120303
00000100;120678;120760
00000100;121137;121217
00000100;121596;121674
00000100;122055;122131
00000100;122519;122588
00000100;122978;123045
00000100;123437;123502
00000100;123896;123959
00000100;124355;124416
00000100;124814;124873
00000100;125273;125330
00000100;125732;125787
00000100;126191;126244
00000100;126650;126701
00000100;127109;127158
00000100;127568;127615
00000100;128027;128072
00000100;128486;128529
00000100;128945;128986
00000100;129404;129443
00000100;129863;129900
00000100;130322;130357
00000100;130781;130814
00000100;131240;131271
00000100;131699;131728
00000100;132158;132185
00000100;132617;132642
00000100;133076;133099
00000100;133535;133556
00000100;133994;134013
00000100;134453;134470
00000100;134912;134927
00000100;135371;135384
00000100;135830;135841
00000100;136289;136298
00000100;136748;136755
00000100;167849;167936
00000100;168307;168394
00000100;168765;168852
00000100;169223;169310
00000100;169681;169768
00000100;170139;170226
00000100;170597;170684
00000100;171055;171142
00000100;171513;171600
00000100;171971;172058
00000100;172429;172516
00000100;172887;172974
00000100;173345;173432
00000100;173803;173890
00000100;174261;174348
00000100;174719;174806
00000100;175177;175264
00000100;175636;175722
00000100;176095;176179
00000100;176554;176636
00000100;177013;177093
00000100;177472;177550
00000100;177931;178007
00000100;178395;178464
00000100;178854;178921
00000100;179313;179378
00000100;179772;179835
00000100;180231;180292
00000100;180690;180749
00000100;181149;181206
00000100;181608;181663
00000100;182067;182120
00000100;182526;182577
00000100;182985;183034
00000100;183444;183491
00000100;183903;183948
00000100;184362;184405
00000100;184821;184862
00000100;185280;185319
00000100;185739;185776
00000100;186198;186233
00000100;186657;186690
00000100;187116;187147
00000100;187575;187604
00000100;188034;188061
00000100;188493;188518
00000100;188952;188975
00000100;189411;189432
00000100;189870;189889
00000100;190329;190346
00000100;190788;190803
00000100;191247;191260
00000100;191706;191717
00000100;192165;192174
00000100;192624;192631
00000100;223725;223812
00000100;224183;224270
00000100;224641;224728
00000100;225099;225186
00000100;225557;225644
00000100;226015;226102
00000100;226473;226560
00000100;226931;227018
00000100;227389;227476
00000100;227847;227934
00000100;228305;228392
00000100;228763;228850
00000100;229221;229308
00000100;229679;229766
00000100;230137;230224
00000100;230595;230682
00000100;231053;231140
00000100;231512;231598
00000100;231971;232055
00000100;232430;232512
00000100;232889;232969
00000100;233348;233426
00000100;233807;233883
00000100;234271;234340
00000100;234730;234797
00000100;235189;235254
00000100;235648;235711
00000100;236107;236168
00000100;236566;236625
00000100;237025;237082
00000100;237484;237539
00000100;237943;237996
00000100;238402;238453
00000100;238861;238910
00000100;239320;239367
00000100;239779;239824
00000100;240238;240281
00000100;240697;240738
00000100;241156;241195
00000100;241615;241652
00000100;242074;242109
00000100;242533;242566
00000100;242992;243023
00000100;243451;243480
00000100;243910;243937
00000100;244369;244394
00000100;244828;244851
00000100;245287;245308
00000100;245746;245765
00000100;246205;246222
00000100;246664;246679
00000100;247123;247136
00000100;247582;247593
00000100;248041;248050
00000100;248500;248507
00000100;279601;279688
00000100;280059;280146
00000100;280517;280604
00000100;280975;281062
00000100;281433;281520
00000100;281891;281978
00000100;282349;282436
00000100;282807;282894
00000100;283265;283352
00000100;283723;283810
00000100;284181;284268
00000100;284639;284726
00000100;285097;285184
00000100;285555;285642
00000100;286013;286100
00000100;286471;286558
00000100;286929;287016
00000100;287388;287474
00000100;287847;287931
00000100;288306;288388
00000100;288765;288845
00000100;289224;289302
00000100;289683;289759
00000100;290147;290216
00000100;290606;290673
00000100;291065;291130
00000100;291524;291587
00000100;291983;292044
00000100;292442;292501
00000100;292901;292958
00000100;293360;293415
00000100;293819;293872
00000100;294278;294329
00000100;294737;294786
00000100;295196;295243
00000100;295655;295700
00000100;296114;296157
00000100;296573;296614
00000100;297032;297071
00000100;297491;297528
00000100;297950;297985
00000100;298409;298442
00000100;298868;298899
00000100;299327;299356
00000100;299786;299813
00000100;300245;300270
00000100;300704;300727
00000100;301163;301184
00000100;301622;301641
00000100;302081;302098
00000100;302540;302555
00000100;302999;303012
00000100;303458;303469
00000100;303917;303926
00000100;304376;304383
00000100;335477;335564
00000100;335935;336022
00000100;336393;336480
00000100;336851;336938
00000100;337309;337396
00000100;337767;337854
00000100;338225;338312
00000100;338683;338770
00000100;339141;339228
00000100;339599;339686
00000100;340057;340144
00000100;340515;340602
00000100;340973;341060
00000100;341431;341518
00000100;341889;341976
00000100;342347;342434
00000100;342805;342892
00000100;343264;343350
00000100;343723;343807
00000100;344182;344264
00000100;344641;344721
00000100;345100;345178
00000100;345559;345635
00000100;346023;346092
00000100;346482;346549
00000100;346941;347006
00000100;347400;347463
00000100;347859;347920
00000100;348318;348377
00000100;348777;348834
00000100;349236;349291
00000100;349695;349748
00000100;350154;350205
00000100;350613;350662
00000100;351072;351119
00000100;351531;351576
00000100;351990;352033
00000100;352449;352490
00000100;352908;352947
00000100;353367;353404
00000100;353826;353861
00000100;354285;354318
00000100;354744;354775
00000100;355203;355232
00000100;355662;355689
00000100;356121;356146
00000100;356580;356603
00000100;357039;357060
00000100;357498;357517
00000100;357957;357974
00000100;358416;358431
00000100;358875;358888
00000100;359334;359345
00000100;359793;359802
00000100;360252;360259
00000100;391353;391440
00000100;391811;391898
00000100;392269;392356
00000100;392727;392814
00000100;393185;393272
00000100;393643;393730
00000100;394101;394188
00000100;394559;394646
00000100;395017;395104
00000100;395475;395562
00000100;395933;396020
00000100;396391;396478
00000100;396849;396936
00000100;397307;397394
00000100;397765;397852
00000100;398223;398310
00000100;398681;398768
00000100;399140;399226
00000100;399599;399683
00000100;400058;400140
00000100;400517;400597
00000100;400976;401054
00000100;401435;401511
00000100;401899;401968
00000100;402358;402425
00000100;402817;402882
00000100;403276;403339
00000100;403735;403796
00000100;404194;404253
00000100;404653;404710
00000100;405112;405167
00000100;405571;405624
00000100;406030;406081
00000100;406489;406538
00000100;406948;406995
00000100;407407;407452
00000100;407866;407909
00000100;408325;408366
00000100;408784;408823
00000100;409243;409280
00000100;409702;409737
00000100;410161;410194
00000100;410620;410651
00000100;411079;411108
00000100;411538;411565
00000100;411997;412022
00000100;412456;412479
00000100;412915;412936
00000100;413374;413393
00000100;413833;413850
00000100;414292;414307
00000100;414751;414764
00000100;415210;415221
00000100;415669;415678
00000100;416128;416135
00000100;447230;447316
00000100;447688;447774
00000100;448146;448232
00000100;448604;448690
00000100;449062;449148
00000100;449520;449606
00000100;449978;450064
00000100;450436;450522
00000100;450894;450980
00000100;451352;451438
00000100;451810;451896
00000100;452268;452354
00000100;452726;452812
00000100;453184;453270
00000100;453642;453728
00000100;454100;454186
00000100;454558;454644
00000100;455017;455101
00000100;455476;455558
00000100;455935;456015
00000100;456394;456472
00000100;456853;456929
00000100;457316;457386
00000100;457775;457843
00000100;458234;458300
00000100;458693;458757
00000100;459152;459214
00000100;459611;459671
00000100;460070;460128
00000100;460529;460585
00000100;460988;461042
00000100;461447;461499
00000100;461906;461956
00000100;462365;462413
00000100;462824;462870
00000100;463283;463327
00000100;463742;463784
00000100;464201;464241
00000100;464660;464698
00000100;465119;465155
00000100;465578;465612
00000100;466037;466069
00000100;466496;466526
00000100;466955;466983
00000100;467414;467440
00000100;467873;467897
00000100;468332;468354
00000100;468791;468811
00000100;469250;469268
00000100;469709;469725
00000100;470168;470182
00000100;470627;470639
00000100;471086;471096
00000100;471545;471553
00000100;472004;472010
00000100;503107;503191
00000100;503565;503649
00000100;504023;504107
00000100;504481;504565
00000100;504939;505023
00000100;505397;505481
00000100;505855;505939
00000100;506313;506397
00000100;506771;506855
00000100;507229;507313
00000100;507687;507771
00000100;508145;508229
00000100;508603;508687
00000100;509061;509145
00000100;509519;509603
00000100;509977;510061
00000100;510435;510519
00000100;510894;510976
00000100;511353;511433
00000100;511812;511890
00000100;512271;512347
00000100;512730;512804
00000100;513193;513261
00000100;513652;513718
00000100;514111;514175
00000100;514570;514632
00000100;515029;515089
00000100;515488;515546
00000100;515947;516003
00000100;516406;516460
00000100;516865;516917
00000100;517324;517374
00000100;517783;517831
00000100;518242;518288
00000100;518701;518745
00000100;519160;519202
00000100;519619;519659
00000100;520078;520116
00000100;520537;520573
00000100;520996;521030
00000100;521455;521487
00000100;521914;521944
00000100;522373;522401
00000100;522832;522858
00000100;523291;523315
00000100;523750;523772
00000100;524209;524229
00000100;524668;524686
00000100;525127;525143
00000100;525586;525600
00000100;526045;526057
00000100;526504;526514
00000100;526963;526971
00000100;527422;527428
00000100;558984;559066
00000100;559442;559524
00000100;559900;559982
00000100;560358;560440
00000100;560816;560898
00000100;561274;561356
00000100;561732;561814
00000100;562190;562272
00000100;562648;562730
00000100;563106;563188
00000100;563564;563646
00000100;564022;564104
00000100;564480;564562
00000100;564938;565020
00000100;565396;565478
00000100;565854;565936
00000100;566312;566394
00000100;566771;566851
00000100;567230;567308
00000100;567689;567765
00000100;568148;568222
00000100;568607;568679
00000100;569069;569136
00000100;569528;569593
00000100;569987;570050
00000100;570446;570507
00000100;570905;570964
00000100;571364;571421
00000100;571823;571878
00000100;572282;572335
00000100;572741;572792
00000100;573200;573249
00000100;573659;573706
00000100;574118;574163
00000100;574577;574620
00000100;575036;575077
00000100;575495;575534
00000100;575954;575991
00000100;576413;576448
00000100;576872;576905
00000100;577331;577362
00000100;577790;577819
00000100;578249;578276
00000100;578708;578733
00000100;579167;579190
00000100;579626;579647
00000100;580085;580104
00000100;580544;580561
00000100;581003;581018
00000100;581462;581475
00000100;581921;581932
00000100;582380;582389
00000100;582839;582846
00000100;583298;583303
00000100;614860;614941
00000100;615318;615399
00000100;615776;615857
00000100;616234;616315
00000100;616692;616773
00000100;617150;617231
00000100;617608;617689
00000100;618066;618147
00000100;618524;618605
00000100;618982;619063
00000100;619440;619521
00000100;619898;619979
00000100;620356;620437
00000100;620814;620895
00000100;621272;621353
00000100;621730;621811
00000100;622188;622269
00000100;622647;622726
00000100;623106;623183
00000100;623565;623640
00000100;624024;624097
00000100;624483;624554
00000100;624945;625011
00000100;625404;625468
00000100;625863;625925
00000100;626322;626382
00000100;626781;626839
00000100;627240;627296
00000100;627699;627753
00000100;628158;628210
00000100;628617;628667
00000100;629076;629124
00000100;629535;629581
00000100;629994;630038
00000100;630453;630495
00000100;630912;630952
00000100;631371;631409
00000100;631830;631866
00000100;632289;632323
00000100;632748;632780
00000100;633207;633237
00000100;633666;633694
00000100;634125;634151
00000100;634584;634608
00000100;635043;635065
00000100;635502;635522
00000100;635961;635979
00000100;636420;636436
00000100;636879;636893
00000100;637338;637350
00000100;637797;637807
00000100;638256;638264
00000100;638715;638721
00000100;639174;639178
00000100;670736;670816
00000100;671194;671274
00000100;671652;671732
00000100;672110;672190
00000100;672568;672648
00000100;673026;673106
00000100;673484;673564
00000100;673942;674022
00000100;674400;674480
00000100;674858;674938
00000100;675316;675396
00000100;675774;675854
00000100;676232;676312
00000100;676690;676770
00000100;677148;677228
00000100;677606;677686
00000100;678064;678144
00000100;678523;678602
00000100;678982;679059
00000100;679441;679516
00000100;679900;679973
00000100;680359;680430
00000100;680821;680887
00000100;681280;681344
00000100;681739;681801
00000100;682198;682258
00000100;682657;682715
00000100;683116;683172
00000100;683575;683629
00000100;684034;684086
00000100;684493;684543
00000100;684952;685000
00000100;685411;685457
00000100;685870;685914
00000100;686329;686371
00000100;686788;686828
00000100;687247;687285
00000100;687706;687742
00000100;688165;688199
00000100;688624;688656
00000100;689083;689113
00000100;689542;689570
00000100;690001;690027
00000100;690460;690484
00000100;690919;690941
00000100;691378;691398
00000100;691837;691855
